Zone ID,Zone name,l080001,l080020,l080115,l080134,l080172
02AXFL,Mount Pleasant                  ,9440,6099,77,911,3341
02AXFM,Northcote                       ,8189,5333,71,1005,2856
02AXFN,Northfield                      ,10191,6988,46,512,3203
02AXFP,Perivale                        ,9810,6584,56,621,3226
02AXFQ,Pitshanger                      ,10384,6676,33,456,3708
02AXFR,Ravenor                         ,9104,5750,44,586,3354
02AXFS,Southfield                      ,8776,6104,35,529,2672
02AXFT,Springfield                     ,9848,6589,62,766,3259
02AXFU,Vale                            ,5884,3799,46,439,2085
02AXFW,Victoria                        ,6075,3968,41,446,2107
02AXFX,Walpole                         ,10443,7165,61,605,3278
02AXFY,Waxlow                          ,9129,6235,60,726,2894
02AXFZ,West End                        ,9203,5892,41,650,3311
02AXGA,Wood End                        ,8569,5953,62,489,2616
02AXSS,Shipping                        ,0,0,0,0,0
02AYFA,Angel Road                      ,5252,3158,58,474,2094
02AYFB,Arnos                           ,6070,3956,64,456,2114
02AYFC,Bowes                           ,6171,4038,56,609,2133
02AYFD,Bullsmoor                       ,6283,3982,27,379,2301
02AYFE,Chase                           ,6176,3836,32,270,2340
02AYFF,Craig Park                      ,5751,3681,72,695,2070
02AYFG,Enfield Lock                    ,7373,5117,32,529,2256
02AYFH,Enfield Wash                    ,6135,4025,39,452,2110
02AYFJ,Grange                          ,6852,4191,23,222,2661
02AYFK,Green Street                    ,6232,4092,44,408,2140
02AYFL,Grovelands                      ,5995,3782,25,242,2213
02AYFM,Highfield                       ,6123,3817,33,397,2306
02AYFN,Hoe Lane                        ,6772,4316,43,509,2456
02AYFP,Huxley                          ,6371,4209,43,525,2162
02AYFQ,Jubilee                         ,6136,4066,45,461,2070
02AYFR,Latymer                         ,5895,3603,50,633,2292
02AYFS,Merryhills                      ,5619,3361,19,216,2258
02AYFT,Oakwood                         ,5677,3007,20,324,2670
02AYFU,Palmers Green                   ,6888,4541,40,468,2347
02AYFW,Ponders End                     ,6239,4166,37,588,2073
02AYFX,Raglan                          ,6875,4443,35,333,2432
02AYFY,St.Alphege                      ,6484,4239,53,501,2245
02AYFZ,St. Marks                       ,5456,3622,37,358,1834
02AYGA,St. Peters                      ,6264,3906,54,532,2358
02AYGB,Southbury                       ,6832,4502,46,374,2330
02AYGC,Southgate Green                 ,6278,3915,23,294,2363
02AYGD,Town                            ,6004,3832,17,280,2172
02AYGE,Trent                           ,6645,3774,21,184,2871
02AYGF,Village                         ,6497,3720,30,226,2777
02AYGG,Weir Hall                       ,5869,3622,47,517,2247
02AYGH,Willow                          ,6344,3925,30,216,2419
02AYGJ,Winchmore Hill                  ,6136,3895,28,216,2241
02AYGK,Worcesters                      ,6234,3956,25,308,2278
02AYSS,Shipping                        ,0,0,0,0,0
02AZFA,Abbey Wood                      ,5501,3430,29,354,2071
02AZFB,Arsenal                         ,2857,1632,45,321,1225
02AZFC,Avery Hill                      ,2644,1367,8,134,1277
02AZFD,Blackheath                      ,5342,3315,19,234,2027
02AZFE,Burrage                         ,2826,1839,37,341,987
02AZFF,Charlton                        ,5051,3410,57,509,1641
02AZFG,Coldharbour                     ,4761,2475,30,264,2286
02AZFH,Deansfield                      ,2695,1776,14,96,919
02AZFJ,Eltham Park                     ,5407,3273,20,197,2134
02AZFK,Eynsham                         ,4875,2633,32,490,2242
02AZFL,Ferrier                         ,4728,2758,42,559,1970
02AZFM,Glyndon                         ,5784,3708,54,636,2076
02AZFN,Herbert                         ,5395,3405,57,574,1990
02AZFP,Hornfair                        ,4975,2737,36,351,2238
02AZFQ,Kidbrooke                       ,4926,2564,26,307,2362
02AZFR,Lakedale                        ,4925,3326,49,472,1599
02AZFS,Middle Park                     ,5361,3073,36,450,2288
02AZFT,New Eltham                      ,5547,3660,15,272,1887
02AZFU,Nightingale                     ,2878,1685,47,352,1193
02AZFW,Palace                          ,2447,1335,9,93,1112
02AZFX,Plumstead Common                ,2877,1788,12,208,1089
02AZFY,Rectory Field                   ,4873,2908,49,452,1965
02AZFZ,St. Alfege                      ,4982,3271,22,472,1711
02AZGA,St. Mary's                      ,4762,2559,62,610,2203
02AZGB,St. Nicholas                    ,5314,3475,36,495,1839
02AZGC,Sherard                         ,5643,3310,36,527,2333
02AZGD,Shrewsbury                      ,2535,1706,24,163,829
02AZGE,Slade                           ,5291,3324,25,318,1967
02AZGF,Sutcliffe                       ,2955,1737,15,153,1218
02AZGG,Tarn                            ,2503,1607,11,154,896
02AZGH,Thamesmead Moorings             ,5287,3625,50,594,1662
02AZGJ,Trafalgar                       ,5209,3188,26,421,2021
02AZGK,Vanbrugh                        ,4974,3136,20,276,1838
02AZGL,Well Hall                       ,5174,3163,21,252,2011
02AZGM,West                            ,4691,2892,27,556,1799
02AZGN,Woolwich Common                 ,5658,3753,61,517,1905
02AZSS,Shipping                        ,0,0,0,0,0
02BAFA,Canons                          ,7388,3984,23,291,3404
02BAFB,Centenary                       ,7046,4555,48,358,2491
02BAFC,Greenhill                       ,6590,4271,37,383,2319
02BAFD,Harrow on the Hill              ,7899,5231,42,355,2668
02BAFE,Harrow Weald                    ,7889,4750,29,343,3139
02BAFF,Hatch End                       ,7380,4439,17,236,2941
02BAFG,Headstone North                 ,8133,5337,28,284,2796
02BAFH,Headstone South                 ,7283,5079,51,401,2204
02BAFJ,Kenton East                     ,7992,5116,47,482,2876
02BAFK,Kenton West                     ,8223,5389,44,386,2834
02BAFL,Marlborough                     ,7247,5023,32,449,2224
02BAFM,Pinner                          ,7782,4532,31,285,3250
02BAFN,Pinner West                     ,7504,4505,25,232,2999
02BAFP,Rayners Lane                    ,7306,4631,38,304,2675
02BAFQ,Ridgeway                        ,7457,4894,39,369,2563
02BAFR,Roxbourne                       ,7913,5166,36,413,2747
02BAFS,Roxeth                          ,7906,5302,39,440,2604
02BAFT,Stanmore Park                   ,8355,4913,45,311,3442
02BAFU,Stanmore South                  ,7724,4928,56,484,2796
02BAFW,Wealdstone                      ,7393,5056,42,478,2337
02BAFX,Wemborough                      ,7705,4958,33,307,2747
02BASS,Shipping                        ,0,0,0,0,0
02BBFA,Airfield                        ,7885,4956,32,413,2929
02BBFB,Ardleigh Green                  ,6459,4198,19,211,2261
02BBFC,Brooklands                      ,5914,3746,25,310,2168
02BBFD,Chase Cross                     ,5778,3552,32,422,2226
02BBFE,Collier Row                     ,5839,3931,32,307,1908
02BBFF,Cranham East                    ,5790,3443,24,217,2347
02BBFG,Cranham West                    ,5795,3511,16,173,2284
02BBFH,Elm Park                        ,9194,5961,45,391,3233
02BBFJ,Emerson Park                    ,7360,4782,31,241,2578
02BBFK,Gidea Park                      ,5900,3567,15,182,2333
02BBFL,Gooshays                        ,8221,4360,33,560,3861
02BBFM,Hacton                          ,8649,5179,26,325,3470
02BBFN,Harold Wood                     ,8197,5379,31,300,2818
02BBFP,Heath Park                      ,6841,4362,30,294,2479
02BBFQ,Heaton                          ,8929,5177,59,606,3752
02BBFR,Hilldene                        ,6611,3401,40,452,3210
02BBFS,Hylands                         ,9171,6081,37,379,3090
02BBFT,Mawney                          ,8865,5407,31,385,3458
02BBFU,Oldchurch                       ,5520,3678,33,336,1842
02BBFW,Rainham                         ,9568,6450,45,449,3118
02BBFX,Rise Park                       ,6037,3837,21,220,2200
02BBFY,St.Andrew's                     ,9096,5664,28,355,3432
02BBFZ,St.Edward's                     ,5193,3211,27,202,1982
02BBGA,South Hornchurch                ,8868,5855,27,547,3013
02BBGB,Upminster                       ,8783,5364,29,221,3419
02BBSS,Shipping                        ,0,0,0,0,0
02BCFA,Barnhill                        ,7351,4846,38,420,2505
02BCFB,Botwell                         ,5275,3422,28,329,1853
02BCFC,Bourne                          ,5735,3818,32,235,1917
02BCFD,Cavendish                       ,5259,3177,27,183,2082
02BCFE,Charville                       ,7771,5487,33,337,2284
02BCFF,Colham                          ,5142,3581,24,276,1561
02BCFG,Cowley                          ,6979,4591,19,322,2388
02BCFH,Crane                           ,5270,3630,33,302,1640
02BCFJ,Deansfield                      ,5826,3913,17,207,1913
02BCFK,Eastcote                        ,8288,5081,26,272,3207
02BCFL,Harefield                       ,5282,3445,18,261,1837
02BCFM,Harlington                      ,7959,5734,40,354,2225
02BCFN,Heathrow                        ,5992,4072,32,307,1920
02BCFP,Hillingdon East                 ,5455,3583,26,279,1872
02BCFQ,Hillingdon North                ,5477,3690,27,227,1787
02BCFR,Hillingdon West                 ,7669,5307,58,282,2362
02BCFS,Ickenham                        ,9518,6081,39,288,3437
02BCFT,Manor                           ,5763,3989,15,165,1774
02BCFU,Northwood                       ,7841,4575,27,221,3266
02BCFW,Northwood Hills                 ,7876,4728,21,314,3148
02BCFX,Ruislip                         ,5875,3823,14,185,2052
02BCFY,St.Martins                      ,6301,3802,24,186,2499
02BCFZ,Townfield                       ,8633,5619,49,579,3014
02BCGA,Uxbridge North                  ,5329,3540,24,188,1789
02BCGB,Uxbridge South                  ,4391,2955,26,281,1436
02BCGC,West Drayton                    ,5622,3894,14,270,1728
02BCGD,Wood End                        ,5347,3562,28,334,1785
02BCGE,Yeading                         ,6862,4859,41,462,2003
02BCGF,Yiewsley                        ,5745,3931,30,344,1814
02BCSS,Shipping                        ,0,0,0,0,0
02BDFA,Brentford Clifden               ,6743,4606,23,424,2137
02BDFB,Chiswick Homefields             ,5850,4040,31,304,1810
02BDFC,Chiswick Riverside              ,7597,4892,22,394,2705
02BDFD,Cranford                        ,7510,4902,57,577,2608
02BDFE,East Bedfont                    ,9380,6189,35,479,3191
02BDFF,Feltham Central                 ,8043,5412,42,411,2631
02BDFG,Feltham North                   ,8608,5815,43,462,2793
02BDFH,Feltham South                   ,6934,4691,38,326,2243
02BDFJ,Gunnersbury                     ,8421,5462,34,610,2959
02BDFK,Hanworth                        ,7814,5007,49,470,2807
02BDFL,Heston Central                  ,5227,3473,35,308,1754
02BDFM,Heston East                     ,5305,3505,34,315,1800
02BDFN,Heston West                     ,8630,5457,65,693,3173
02BDFP,Hounslow Central                ,7493,4970,73,450,2523
02BDFQ,Hounslow Heath                  ,8807,5761,69,637,3046
02BDFR,Hounslow South                  ,8255,5737,43,364,2518
02BDFS,Hounslow West                   ,9799,6583,64,688,3216
02BDFT,Isleworth North                 ,8280,5381,51,357,2899
02BDFU,Isleworth South                 ,7969,5235,52,518,2734
02BDFW,Spring Grove                    ,8953,5902,39,386,3051
02BDFX,Turnham Green                   ,7194,4749,27,412,2445
02BDSS,Shipping                        ,0,0,0,0,0
02BEFA,Berrylands                      ,6944,4475,24,224,2469
02BEFB,Burlington                      ,4543,2906,21,179,1637
02BEFC,Cambridge                       ,6316,3942,23,253,2374
02BEFD,Canbury                         ,6207,4135,38,280,2072
02BEFE,Chessington North               ,4088,2687,8,116,1401
02BEFF,Chessington South               ,7141,4982,28,224,2159
02BEFG,Coombe                          ,4131,2388,20,164,1743
02BEFH,Grove                           ,6826,4423,28,355,2403
02BEFJ,Hill                            ,4722,3028,18,184,1694
02BEFK,Hook                            ,4093,2753,10,121,1340
02BEFL,Malden Manor                    ,3940,2522,11,120,1418
02BEFM,Norbiton                        ,6297,4011,40,395,2286
02BEFN,Norbiton Park                   ,4680,2715,14,155,1965
02BEFP,St.James                        ,5801,3570,20,188,2231
02BEFQ,St.Mark's                       ,6943,4908,36,340,2035
02BEFR,Surbiton Hill                   ,6459,3870,16,246,2589
02BEFS,Tolworth East                   ,4205,2903,18,143,1302
02BEFT,Tolworth South                  ,4307,2922,9,182,1385
02BEFU,Tolworth West                   ,4494,3001,12,165,1493
02BEFW,Tudor                           ,6631,4164,10,205,2467
02BESS,Shipping                        ,0,0,0,0,0
02BFFA,Abbey                           ,7544,5090,31,486,2454
02BFFB,Cannon Hill                     ,7061,4412,22,297,2649
02BFFC,Colliers Wood                   ,8272,6142,47,698,2130
02BFFD,Dundonald                       ,6644,4647,29,323,1997
02BFFE,Durnsford                       ,4596,3079,24,208,1517
02BFFF,Figge's Marsh                   ,7834,5274,57,619,2560
02BFFG,Graveney                        ,4525,3201,39,385,1324
02BFFH,Hillside                        ,7767,4904,26,346,2863
02BFFJ,Lavender                        ,4462,2750,36,422,1712
02BFFK,Longthornton                    ,7619,5069,42,475,2550
02BFFL,Lower Morden                    ,6959,4440,18,245,2519
02BFFM,Merton Park                     ,7052,4604,29,265,2448
02BFFN,Phipps Bridge                   ,8196,5135,43,624,3061
02BFFP,Pollards Hill                   ,6561,4247,38,487,2314
02BFFQ,Ravensbury                      ,6871,3911,26,395,2960
02BFFR,Raynes Park                     ,7900,4680,32,325,3220
02BFFS,St.Helier                       ,6762,3758,29,400,3004
02BFFT,Trinity                         ,6373,4412,31,358,1961
02BFFU,Village                         ,6961,3958,25,221,3003
02BFFW,West Barnes                     ,7409,4756,26,286,2653
02BFSS,Shipping                        ,0,0,0,0,0
02BGFA,Aldborough                      ,8848,5332,59,456,3516
02BGFB,Barkingside                     ,10044,6283,56,427,3761
02BGFC,Bridge                          ,9161,5818,58,562,3343
02BGFD,Chadwell                        ,9490,6167,31,397,3323
02BGFE,Church End                      ,7277,4679,20,308,2598
02BGFF,Clayhall                        ,10015,6088,64,379,3927
02BGFG,Clementswood                    ,8744,5562,94,671,3182
02BGFH,Cranbrook                       ,8180,5113,63,431,3067
